Question,Predicted_Label
안녕?,2
날씨,2
오늘의 날씨는?,2
대체 음란찜이 뭐야?,2
오늘 냉장고에 뭐가 있을가,2
안녕?,2
안녕,2
안녕,2
너 뭐 할수있어?,2
오늘은 돼지고기 많이 썰어 넣은 얼큰한 김치찌개가 먹고 싶어,2
해장라면,0,해장라면을 만들기 위해 필요한 재료입니다: ['라면 4개'  '배추김치 1/4포기'  '표고버섯 4개'  '콩나물 50g'  '햄 30g'  '게맛살 2개'  '청고추 1개'  '홍고추 1개'  '당근 1/8개'  '다진마늘 1큰술'  '대파 1/2뿌리'  '고춧가루 2큰술'  '참기름 약간'  '깨소금 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 배추김치는 속을 털어 1cm 폭으로 송송 썰고 표고버섯은 미지근한 물에 불린 후 가늘게 채썬다 '  'Step 2: 콩나물은 깨끗이 씻어 건지고  당근은 껍질을 벗겨 가늘게 채썰고 대파  홍고추  청고추는 어슷썬다 '  'Step 3: 햄은 5cm 길이로 가늘게 채썰고  게맛살은 5cm 길이로 잘라 손으로 가늘게 찢는다 '  'Step 4: 끓는 물에 라면과 당근  콩나물을 넣고 뚜껑을 덮어 끓이다 한소끔 끓으면 라면수프와 고춧가루를 풀고 햄  게맛살  파  고추  다진 마늘을 넣고 뜸들인다 '  'Step 5: 재료가 다 익으면 그릇에 담아 낸다 ']
"참치회, 국수, 배, 실파",1,모든 재료가 포함된 요리: 김치 콩나물죽  들깨감잣국  들깨감잣국
"쫄면, 오이, 파프리카, 깻잎, 새싹채소",2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
"쫄면, 오이 파프리카",2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
파프리카,1,모든 재료가 포함된 요리: 아보카도튀김  아보카도새우 오픈샌드위치
쫄면,2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
두부가 들어가는 음식,0,두부가츠샌드위치를 만들기 위해 필요한 재료입니다: ['식빵4장'  '양배추250g'  '두부300g'  '소금약간'  '후추약간'  '식초1 5티스푼'  '설탕2티스푼'  '토마토 1cm 두께 슬라이스3~4장'  '홀그레인머스터드약간'  '발사믹글레이즈약간'  '어린잎채소약간'  '밀가루4티스푼'  '물100cc'  '소금한 꼬집'  '빵가루약간'] 조리 과정은 다음과 같습니다: ['Step 1: 양배추는 곱게 채를 썰어주세요 '  'Step 2: 식초 1 5티스푼  설탕 2티스푼  소금 0 5티스푼을 양배추에 넣어 손으로 조물조물 주물러서 15분정도 두어요 '  'Step 3: 두부는 물기를 빼고 소금  후춧가루 약간을 뿌려주세요   빵가루와 튀김옷을 준비해주세요  두부에 튀김옷을 적신 뒤 빵가루를 입혀주세요 '  'Step 4: 180도 기름에서 노릇노릇하게 두부를 튀겨 두부가츠를 만들어주세요 '  'Step 5: 식빵에 홀그레인머스터드를 발라주세요 '  'STEP2의 절인 양배추의 물기를 짠 후 빵에 듬뿍 올려주세요 '  'Step 7: 어린잎을 올리고 토마토  두부가츠의 순서대로 올려주세요 '  'Step 8: 발사믹글레이즈를 뿌리고 나머지 식빵으로 덮어주세요 '  'Step 9: 유산지로 샌드위치를 단단하게 싸서 먹기 좋게 나누어 썰고 마무리해주세요 ']
양배추가들어가는 음식,0,양배추겉절이를 만들기 위해 필요한 재료입니다: ['양배추 1/4통'  '쇠고기 200g'  '감자 1개'  '양파 1/2개'  '밀가루 1컵'  '물 2/3컵'  '소금 약간'  '멸치 10마리'  '다시마(10cm x 10cm) 1장'  '다진마늘 1큰술'  '간장 약간'  '깨소금 약간'  '고춧가루 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 양배추는 한장씩 뜯어 끓는 소금물에 살짝 데친 다음 찬물에 헹궈 물기를 짠다 '  'Step 2: 감자는 껍질을 벗겨 한 입 크기로 네모지게썰고 양파는 채썰고 굵은 파는 어슷썬다 '  'Step 3: 냄비에 양배추  감자  양파를 넣고 시원한 국물로 만든다 '  'Step 4: 국물이 끓으면 감자를 넣고 소금과 후춧가루로 간을 맞춘다 '  'Step 5: 감자가 익었으면 4의 국물을 거즈에 싸서 꼭 짠다 '  'Step 6: *양념장 : 간장  깨소금  고춧가루  다진 마늘  다진 파  참기름  간장']
양배추가 들어가는 요리,0,양배추 스테이크를 만들기 위해 필요한 재료입니다: ['양배추 1⁄4통'  '올리브 오일 약간 '  '간장 2큰술 '  '후춧가루 약간 '  '버터 1조각'  '허브 가루 (생략 가능) 약간 '  '녹인 버터 2큰술 '  '레몬즙 1⁄2큰술 '  '다진 마늘 1⁄2큰술 '  '디종 머스타드 1작은술 '  '파프리카 파우더 1⁄2작은술'  '파슬리 가루 약간 '] 조리 과정은 다음과 같습니다: ['Step 1: 깨끗이 씻은 양배추는 심지를 살려 웨지 모양으로 잘라주세요 '  'Step 2: 냄비에 양배추와 물  버터를 넣어 뚜껑을 닫아 8분 정도 쪄주세요  (버터와 함께 찌면 양배추가 코팅되면서 더욱 고소한 맛을 줄 수 있답니다)'  'Step 3: 볼에 버터 소스 재료를 섞어 소스를 만들어주세요 '  'Step 4: 팬에 오일을 두르고 찐 양배추를 소금  후춧가루  허브 가루  간장으로 간을 하여 앞뒤로 노릇하게 구워주세요   (찌지 않고 오븐에 구워 만들 수도 있답니다)'  'Step 5: 접시에 양배추 스테이크와 버터 소스를 곁들여 맛있게 즐겨주세요  ']
김치전 해먹을래,1,재료가 가장 많이 포함된 요리: 닭가슴살해파리샐러드  해삼전복물회
김치전,1,재료가 가장 많이 포함된 요리: 꽁치김치찌개  삼겹살김치말이찜  김치 콩나물죽
아니... 김치전 레시피,2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
김치전 레시피,1,재료가 가장 많이 포함된 요리: 표고버섯탕수  삼겹살김치말이찜  김치 콩나물죽
김치전 어떻게 만들어?,1,재료가 가장 많이 포함된 요리: 꽁치김치찌개  삼겹살김치말이찜  김치 콩나물죽
김치전 먹고싶어,1,재료가 가장 많이 포함된 요리: 표고버섯탕수  삼겹살김치말이찜
"김치, 공치, 삽겹살",1,모든 재료가 포함된 요리: 김치두부쌈  김치두부쌈  김치두부쌈
김치두부쌈,1,재료가 가장 많이 포함된 요리: 두부전  꽁치김치찌개
김치두부쌈,1,재료가 가장 많이 포함된 요리: 두부전  꽁치김치찌개
두부전,0,두부전을 만들기 위해 필요한 재료입니다: ['두부 1/2모'  '계란 1과1/2개'  '실파 2뿌리'  '카놀라유 약간'  '소금 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 두부는 이등분 해서 1cm 두께로 썰고 앞뒤로 소금을 조금씩 뿌려둔다 '  'Step 2: 실파는 깨끗이 씻어 송송 썰어 준비한다 '  'Step 3: 두부를 밀가루  계란물 순으로 옷을 입혀준다 '  'Step 4: 프라이팬이 달궈지면 식용유를 두르고 3의 두부를 올리고 두부 중앙에 실파를 올려 앞뒤로 노릇하게 지진다 ']
공치김치찌개,1,재료가 가장 많이 포함된 요리: 김치 콩나물죽
꽁치김치찌개,0,꽁치김치찌개를 만들기 위해 필요한 재료입니다: ['꽁치통조림: 1캔(400g)'  '배추김치: 2컵(400g)'  '대파: 1/3대'  '청고추: 1/2개'  '홍고추: 1/2개'  '멸치다시마육수: 2컵'  '식용유: 약간'  '고춧가루: 1/2큰술'  '다진 마늘: 1작은술'] 조리 과정은 다음과 같습니다: ['Step 1: 꽁치는 체에 밭쳐 국물을 빼서 준비하고 배추김치는 한입 크기로 썰고 대파와 청고추  홍고추는 어슷하게 썰어주세요  (tip 기호에 따라 꽁치통조림 국물을 1/2컵 정도를 꽁치와 함께 넣어 주면 감칠맛을 더 할 수 있어요 )'  'Step 2: 달군 냄비에 기름을 두르고 배추김치를 넣어 중간불에서 3분 정도 볶아주세요 '  'Step 3: 멸치다시마육수를 넣어 10분 정도 강불에서 끓여주세요 (김치가 너무 익어 신맛이 강할때는 설탕 1/2큰술을 넣어주세요 )'  'Step 4: 꽁치와 (꽁치통조림 국물 1/2컵)  양념재료를 넣어 중약불에서 7분 정도 끓여주세요 (김치의 염도에 따라 약간의 김칫국물을 가감해서 간을 조절해주세요 )'  'Step 5: 마지막에 대파와 청고추  홍고추를 넣고 한소끔 끓이고 불을 꺼주세요  (tip  기호에 따라 마지막에 참기름 약간 두른 후 먹어도 좋아요 )']
실파와 대파,2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
재료명,1,모든 재료가 포함된 요리: 명란만두  감자명란볶음
요리명,1,모든 재료가 포함된 요리: 명란두부찌개  명란오삼불고기  명란오삼불고기
명란두부찌개,0,명란두부찌개를 만들기 위해 필요한 재료입니다: ['명란젓: 2덩이(80g)'  '두부: 1/2모'  '애호박: 1/3개'  '양파: 1/4개'  '대파: 1/4대'  '청양고추: 1/2개'  '홍고추: 1/2개'  '다시마 멸치육수: 3컵'  '새우젓: 1/2큰술'  '다진 마늘: 1/2큰술'] 조리 과정은 다음과 같습니다: ['Step 1: 명란젓은 소금물에 살살 씻은 후  2cm 길이로 먹기 좋게 잘라주세요 '  'Step 2: 두부와 애호박  양파는 한입 크기로 자르고  대파와 청양고추  홍고추는 어슷 썰어주세요 '  'Step 3: 냄비에 다시마 멸치 육수와 양념 재료를 넣어 3분 정도 끓여주세요 '  'Step 4: 끓어오르면 양파  애호박을 넣고 한소끔 끓여주세요 '  'Step 5: 마지막에 대파와 청홍고추  명란  두부를 넣어 끓여주세요 '  'Step 6: 완성된 명란두부찌개를 맛있게 즐겨주세요  (부족한 간은 약간의 소금이나 새우젓으로 가감해서 간을 맞춰주세요 )']
생성이 들어가는 음식,1,재료가 가장 많이 포함된 요리: 매운바지락볶음  사천식 알배추찜  튀김덮밥텐동
사천식 알배추찜,0,사천식 알배추찜을 만들기 위해 필요한 재료입니다: ['알배추1통700g'  '양파개'  '파프리카1개'  '대파개'  '마늘4톨'  '굴소스2큰술'  '식초6큰술'  '설탕4큰술'  '간장4큰술'  '맛술2큰술'  '고추기름 식용유로 대체 가능2큰술'  '소금1작은술'  '후춧가루약간'  '물4큰술'] 조리 과정은 다음과 같습니다: ['Step 1: 알배추는 뿌리 쪽에 칼집을 넣어 4등분 하고 흐르는 물에 깨끗이 씻어 내열 용기에 담아주세요 '  'Step 2: 법랑 접시에 석쇠를 놓고 내열 용기를 올려 1단에 넣은 후 광파오븐 수동 요리스팀 레인지에서 7분간 익혀주세요    광파오븐 스팀 물통에 물을 채우고 시작해주세요 '  'Step 3: 대파  파프리카  대파는 잘게 자르고 마늘은 다져주세요 '  'Step 4: 볼에 다진 채소를 넣고 소스 재료를 넣어 섞어주세요 '  'Step 5: 접시에 찐 배추를 담고 소스를 얹어 맛있게 즐겨주세요     tip 먹기 직전에 찐 알배추의 밑동을 자르고 3~4등분 해주세요 ']
양식 아무거나,3,"시금치 키쉬, 시금치 키쉬, 시금치 키쉬은(는) 어떠세요? 
궁금하시면 음식의 재료나 레시피도 알려드릴게요"
시금치 키쉬,1,모든 재료가 포함된 요리: 나물 김밥  누드김밥 일식처럼 즐기는 법
나물 김밥,2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
나물김밥 레시피,2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
시금치 키쉬 레시피,1,모든 재료가 포함된 요리: 나물 김밥  누드김밥 일식처럼 즐기는 법
일식 아무거나,3,"일식집 알밥, 일식 죽순 조림 만드는법, 일식 죽순 조림 만드는법을(를) 추천합니다  
해당 음식의 재료나 레시피도 궁금하시면 알려드릴 수 있어요"
키쉬 만드는법,0,키쉬야끼를 만들기 위해 필요한 재료입니다: ['새우 20마리'  '시판 토마토소스 1컵'  '양파 20g'  '다진 마늘 1큰술'  '버터 1큰술'  '달걀 1개'  '빵가루 1/2컵'  '어린잎 새싹 한 줌'  '파슬리 약간'  '소금 약간'  '후춧가루 약간'  '파슬리 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 새우는 머리를 떼어내고 꼬리만 남겨 껍질을 제거하고 약간의 소금  후추를 뿌려 밑간을 해주세요  시판 토마토소스에는 약간의 식초와 물을 넣어 녹인 후 물기가 없어질 때까지 약불에서 3~5분간 삶아주세요 '  'Step 2: 양파는 잘게 다지고  베이컨은 1cm 두께로 잘라주세요  어린잎새우는 손질해서 깨끗이 씻어 물기를 제거해주세요 '  'Step 3: 볼에 다진 마늘  볶은 베이컨  야채  소스를 넣고 약간의 소금  후추  파슬리  다진 파슬리를 넣고 골고루 섞어주세요  '  'Step 4: 토마토소스에 어린잎새우를 넣고 골고루 섞어주세요  '  'Step 5: 오븐 팬에 종이호일을 깔고 토마토소스를 얇게 펴 바르고  180도로 예열한 오븐에서 20~25분간 구워주세요 '  'Step 6: 키쉬야끼를 접시에 담고  파슬리를 뿌려 맛있게 즐겨주세요 ']
시금치키쉬 만들기,1,모든 재료가 포함된 요리: 나물 김밥  누드김밥 일식처럼 즐기는 법
알밥,1,모든 재료가 포함된 요리: 알밥
알밥 레시피,1,모든 재료가 포함된 요리: 알밥
시금치 레시피 ,1,모든 재료가 포함된 요리: 나물 김밥  누드김밥 일식처럼 즐기는 법
알바 만드는 법,1,모든 재료가 포함된 요리: 비건 부대찌개
알바 하는법,1,모든 재료가 포함된 요리: 비건 부대찌개
알밥 어떻게 하는지알려줘,1,모든 재료가 포함된 요리: 알밥
알밥 레시피 알려줘,1,모든 재료가 포함된 요리: 알밥
알밥 알려달라고!,1,모든 재료가 포함된 요리: 알밥
알밥 요리하는 법,1,모든 재료가 포함된 요리: 알밥
자전거와 티비 ,2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
"흙, 풀, 공기를 가지고 만들 수 있는 요리",0,흙을 털어낸다 '토란탕 2컵'  '물 250ml'  '소금 약간'  '말린표고버섯 6장'  '계란 2개'  '토마토 2개'  '적양파 1/2개'  '청고추 2개'  '홍고추 1개'  '쑥갓 10잎'  '물 6컵'  '설탕 3큰술'  '[양념장] 간장 2큰술'  '참기름 1작은술'  '청양고추(잘게다진것) 1큰술'  '깨소금 적량'] 조리 과정은 다음과 같습니다: ['Step 1: 표고버섯은 기둥을 떼고 씻어서 4등분하고 소금을 뿌려 밑간한다  피망  적양파  청홍고추는 어슷썰어 준비한다 '  'Step 2: 나무꼬치에 표고버섯  양파  청고추  홍고추  다진 마늘  계란  물을 차례로 끼워 기름 두른 냄비에 넣고 살짝 튀겨낸다 '  'Step 3: 마른 표고버섯은 기둥을 떼고 씻어서 2등분하고 마른 팬에 기름을 두른 뒤 표고버섯  양파  피망  고추를 넣고 마른 팬에 볶는다 '  'Step 4: 분량의 양념장을 만들어 6에 발라 160°C 오븐에서 15분간 구워낸다 '  'Step 5: 토란탕에 불린 쌀과 채소  그리고 물을 골고루 섞는다 '  'Step 6: 양념장을 만들어 6에 발라 160°C 오븐에서 15분간 구워낸다 '  'Step 7: *컨텐츠 제공 : 메뉴판닷컴 이희진님']
"표고버섯, 청고추, 홍고추 만드는 법",0,표고버섯을 만들기 위해 필요한 재료입니다: ['표고버섯: 10개'  '양파: 1⁄2개'  '당근: 1⁄6개'  '파프리카: 1⁄3개'  '다진 마늘: 1큰술'  '식용유: 약간'  '통깨: 약간'  '고추장: 1큰술'  '고춧가루: 1큰술'  '간장: 1큰술'  '맛술: 1큰술'  '참기름: 1큰술'  '설탕: 1작은술'  '후춧가루: 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 표고버섯은 밑동 부분을 제거한 후 0 5cm두께로 슬라이스해주세요  양파와 당근은 채썰고  파프리카는 한입 크기로 잘라주세요 '  'Step 2: 달군 팬에 기름을 약간 두른 후 다진 마늘과 양파를 넣어 볶다가 당근  파프리카를 넣어 같이 볶아주세요 '  'Step 3: 양념 재료를 넣어 볶다가 마지막에 참기름과 통깨를 뿌려주세요 '  'Step 4: 그릇에 표고버섯을 담고 통깨를 뿌려 맛있게 즐겨주세요 ']
"표고버섯, 팽이버섯, 소고기",0,표고버섯을 만들기 위해 필요한 재료입니다: ['표고버섯: 10개'  '팽이버섯: 1봉'  '달걀: 2개'  '밀가루: 1컵'  '굵은소금: 약간'  '물: 1컵'  '양파: 1/2개'  '마늘: 4쪽'  '생강: 1쪽'  '통후추: 10알'  '간장: 1큰술'  '맛술: 5큰술'  '설탕: 3큰술'  '물엿: 1큰술'  '다진파: 1큰술'  '다진마늘: 1큰술'  '참기름: 1큰술'  '후춧가루: 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 표고버섯은 밑동 부분을 자르고 먹기 좋게 슬라이스해주세요   (tip 표고버섯 기둥은 깨끗이 씻어 육수를 낼 때 사용하시면 좋아요 )'  'Step 2: 양파는 채를 썰고  팽이버섯은 밑동을 잘라내고 먹기 좋게 찢어주세요  마늘과 생강은 편썰고  냄비에 물 3컵과 약간의 소금을 넣고 끓여주세요  (tip  물이 끓으면 표고버섯은 건져내고 닭고기와 팽이버섯  다진마늘  후춧가루를 넣어 5분 정도 살짝 끓이다가 불을 끄고 참기름을 둘러주세요)'  'Step 3: 볼에 달걀과 소금 한꼬집을 넣고 풀어주세요  달군 팬에 기름을 약간 두른 후 달걀물을 국자로 떠서 넣은 후 중약불에서 달걀이 익을 때까지 저어주세요 '  'Step 4: 팽이버섯은 밑동을 제거하고 밀가루를 묻힌 후 가볍게 털고  표고버섯 안쪽에 밀가루를 묻혀주세요 '  'Step 5: 볼에 반죽재료를 넣고 섞은 후  달군 팬에 약간의 기름을 두르고 표고버섯을 올려 앞뒤로 노릇하게 구워주세요 '  'Step 6: 냄비에 양념간장 재료를 넣고 잘 섞어주세요 '  'Step 7: 표고버섯에 소스 재료를 넣고 고루 섞이도록 빠르게 버무린 후  마지막에 팽이버섯을 넣고 가볍게 섞어주세요 '  'Step 8: 접시에 보기 좋게 담고  통깨와 실파를 뿌려 마무리해주세요 ']
간단하게 먹는 요리,0,쉽게 만들 수 있는 무말랭이무침을 만들기 위해 필요한 재료입니다: ['무말랭이: 두줌 (100g)'  '말린 고춧잎: 10g'  '통깨: 약간'  '매실청: 2큰술'  '국간장: 1큰술'  '까나리액젓: 1+1⁄2큰술'  '고춧가루: 4큰술'  '간장: 1+1⁄2큰술'  '물엿: 4큰술'  '다진 파: 1큰술'  '다진 마늘: 1큰술'  '참기름: 1큰술'  '통깨: 1⁄2큰술'] 조리 과정은 다음과 같습니다: ['Step 1: 말린 고춧잎은 깨끗이 씻어 미지근한 물에 1시간정도 불린 후 물기를 꼭 짜서 준비해주세요  (tip 말린 고춧잎 말려진 정도에 따라 시간을 가감해서 불려주세요 )'  'Step 2: 무말랭이는 흐르는 물에 바락바락 주물러 씻고 10분정도 물에 불린 후 물기를 짜서 준비해주세요 '  'Step 3: 무말랭이에 밑간 양념 재료를 넣고 간이 배도록 20분정도 재워주세요 '  'Step 4: 무말랭이와 고춧잎  양념장 재료를 넣고 조물조물 무치고 통깨를 뿌려 완성해주세요 ']
간단히 먹는 요리 추천,0,먹는 떡꼬치를 만들기 위해 필요한 재료입니다: ['가래떡(떡볶이용) 250g'  '쇠고기(우둔) 100g'  '브로콜리 40g'  '마늘 1쪽'  '대파 1/2뿌리'  '고추장 2큰술'  '고춧가루 1/2작은술'  '설탕 1큰술'  '간장 1/2큰술'  '후춧가루 약간'  '깨소금 약간'  '물 1/2컵'  '참기름 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 떡은 미지근한 물에 살짝 불려놓는다 '  'Step 2: 브로콜리는 뜨거운 물에 식초  소금을 약간 넣고 살짝 데쳐 찬물에 식힌다 '  'Step 3: 쇠고기는 곱게 다져서 준비한 후 기본 양념을 하여 준비한다 '  'Step 4: 프라이팬에 참기름을 두르고 쇠고기  마늘을 볶다가 고추장 2큰술  고춧가루 1/2작은술  설탕 1큰술  간장 1/2큰술  후춧가루 약간  깨소금 약간  물 1/2컵을 넣고 소스를 만든다 '  'Step 5: 1의 살짝 불린 떡과 브로콜리를 꼬치에 끼워 4의 양념한 소스를 발라가며 타지 않게 구워낸다 '  'Step 6: 마지막에 깨소금을 뿌려준다 ']
마늘 대파 고추장 설탕 간장 마늘,0,마늘 대파 고추장 설탕을 만들기 위해 필요한 재료입니다: ['통마늘: 15톨'  '대파: 1⁄2대'  '다진 마늘: 1큰술'  '식초: 1큰술'  '소금: 약간'  '포도씨유: 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 불린 마늘에 다진 파를 넣고 한 번 더 볶아주세요 '  'Step 2: 볼에 설탕과 포도씨유를 넣고 한 번 더 끓여주세요 '  'Step 3: 완성: 3  블렌더나 핸드믹서를 사용하여 곱게 갈아주고 소금으로 간을 맞춰 완성해 주세요   *Tip  마늘은 단단하고 고른것으로 구입하여 물에 충분히 불렸다가 속 껍질까지 벗겨 물기를 완전히 닦아주세요  (tip  마늘의 크기가 클 때는 길이로 반을 잘라 만들어 주세요)'  'Step 4: 팬에 포도씨유를 두르고 마늘을 노릇하게 볶아주세요 '  'Step 5: 자작하게 볶은 후 불을 끄고 통깨와 대파를 뿌려 완성해 주세요 ']
"포도씨유, 소금, 대파, 통마늘",1,모든 재료가 포함된 요리: 닭가슴살 깻잎전  닭가슴살오트밀 샐러드  닭가슴살오트밀 샐러드
닭가슴살 깻잎전 레시피,0,닭가슴살 깻잎전을 만들기 위해 필요한 재료입니다: ['닭가슴살: 1쪽'  '새우: 5마리'  '대파 (흰부분): 1⁄4대'  '다진 마늘: 1큰술'  '영양부추: 10g'  '홍고추: 1개'  '청고추: 1개'  '깻잎: 8장'  '간장: 1⁄3큰술'  '포도씨유: 2큰술'  '밀가루: 약간'  '달걀: 1개'  '소금: 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 닭가슴살  새우살은 한 입 크기로 썰고  부추  대파  청·홍고추는 작게 썰어 준비해 주세요 '  'Step 2: 닭가슴살과 새우살은 블렌더나 핸드믹서로 곱게 갈아주세요 '  'Step 3: 2에 부추  대파  마늘  청·홍고 추  간장을 넣고 골고루 섞어 반죽해 주세요 '  'Step 4: 깻잎의 양쪽 면에 밀가루를 가볍게 묻힌 뒤 털어주시고  3의 반죽을 8개로 나누어서 깻잎 사이에 채워 넣어주세요 '  'Step 5: 달걀에 소금을 약간 넣고 잘 풀어준 뒤  속을 채운 깻잎에 달걀물을 골고루 입혀주세요 '  'Step 6: 달군 팬에 포도씨유를 두르고 깻잎을 앞뒤로 뒤집어가며 고르게 익혀주세요  속까지 잘 익혀야 하므로 중불로 부쳐주세요 '  'Step 7: 완성: 7  완성된 깻잎전을 접시에 예쁘게 담아주세요   *Tip  새우는 다져서 넣기 전에 등쪽의 검은 실처럼 보이는 내장을 제거해주세요  전은 기름을 넉넉히 두르고 부쳐야 풍미가 살아난답니다 ']
"댤걀, 닭가슴살, 새우",2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
고구마,1,모든 재료가 포함된 요리: 고구마순김치  고구마줄기볶음  고구마맛탕
고구마순김치,1,모든 재료가 포함된 요리: 고구마순김치  고구마순김치
고구마순김치 레시피 알려줘,1,모든 재료가 포함된 요리: 고구마순김치  고구마순김치
한식 중에 뭐 아무거나 추천해줘,3,"꽈리고추찜무침, 참치주먹밥, 두부미역냉채은(는) 어떠세요? 
궁금하시면 음식의 재료나 레시피도 알려드릴게요"
참치주먹밥 레시피 알려줘,0,참치주먹밥을 만들기 위해 필요한 재료입니다: ['참치통조림 1캔'  '밥 2공기'  '단무지 15g'  '후리카케 4큰술'  '김 1장'  '참기름 약간'  '깨소금 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 참치통조림은 체에 밭쳐 기름기를 제거한다 '  'Step 2: 단무지는 곱게 다진다 '  'Step 3: 고슬고슬하게 지은 밥과 단무지  후리카케  참치  참기름  깨소금을 넣어 잘 섞는다 '  'Step 4: 3번 밥을 적당한 크기로 만들고 중간에 김띠를 둘러 장식한다 ']
"아 그런데 참치통조림이 없는데, 나는 지금 단무지, 밥, 김, 참기름만 있어",2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
참치통조림 없는데,0,참치통조림을 만들기 위해 필요한 재료입니다: ['참치통조림 1캔'  '팽이버섯 1/2봉지'  '실파 2뿌리'  '식용유 약간'  '간장1작은술'  '후춧가루약간'  '설탕 1/2작은술'  '청주 1~2큰술'  '소금 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 참치는 체에 밭쳐 기름기를 제거한다 '  'Step 2: 실파는 깨끗이 헹궈 4cm 길이로 굵직하게 채썬다 '  'Step 3: 팽이버섯은 밑동을 잘라내고 실파는 송송 썬다 '  'Step 4: 냄비에 참치를 넣고 간장  후춧가루로 간을 한 뒤 끓인다 '  'Step 5: 실파  송송 썬 실파를 넣고 간장  후춧가루로 간을 한다 ']
"밥, 단무지, 후리카케, 김, 참기름, 깨소금 있는데",1,모든 재료가 포함된 요리: 오징어섞어찌개  삼겹살김치말이찜  오징어섞어찌개
"식용유, 간장, 설탕만 있어",1,모든 재료가 포함된 요리: 두부가츠샌드위치  딤섬
딤섬 레시피 알려줘,0,딤섬을 만들기 위해 필요한 재료입니다: ['돼지고기또는 쇠고기  닭고기 250g  새우 15마리'  '계란노른자 1개  완두콩통조림 10알  만두피 30장'  '생강 1큰술  굴소스 1작은술  설탕 12작은술  녹말 1큰술  다진파 1큰술  후춧가루 약간  참기름 약간  간장 5큰술  식초 3큰술  마늘 1작은술  두반장 1작은술'] 조리 과정은 다음과 같습니다: ['Step 1: 돼지고기나 쇠고기  닭고기 중 취향에 맞는 것을 골라 고운 상태가 되게 간다 '  'Step 2: 분량의 재료로 만든 고기 양념에 을 넣고 끈기가 생길 때까지 고루 섞는다 '  'Step 3: 계란은 삶은 후 노른자만 체에 내려 고운 가루로 만든다 '  'Step 4: 새우는 꼬치로 내장을 손질한 후 뜨거운 물에 살짝 데치고 완두는 삶는다 '  'Step 5: 만두피에 를 넣고 그 위에 을 얹어 모양을 낸다 '  'Step 6: 김이 오른 찜통에 를 담아 7분간 찐다 '  'Step 7: 분량의 재료로 만든 양념장을 고루 섞은 후 상에 낼 때 함께 곁들인다 ']
